0,13,1500,200,2,100,150
6095,992,60942,6095,6095,30506,33896
5355,712,53545,5355,5355,26800,29778
9378,187,93772,9378,9378,46943,52159
524,899,5236,524,524,2620,2912
5060,222,50594,5060,5060,25326,28140
5013,872,50128,5013,5013,25093,27882
3725,131,37248,3725,3725,18647,20719
29,9,288,29,29,144,160
205,746,2041,205,205,1022,1135
1025,775,10242,1025,1025,5125,5694
671,714,6709,671,671,3358,3731
2170,996,21692,2170,2170,10856,12063
289,268,2887,289,289,1446,1606
8516,544,85160,8516,8516,42634,47372
2016,918,20160,2016,2016,10089,11210
52,243,516,52,52,258,287
3867,549,38664,3867,3867,19354,21505
9592,209,95915,9592,9592,48016,53352
7656,42,76556,7656,7656,38322,42580
2309,506,23090,2309,2309,11556,12840
5730,594,57300,5730,5730,28682,31869
1409,629,14084,1409,1409,7049,7832
4940,43,49398,4940,4940,24728,27476
1534,191,15331,1534,1534,7673,8526
988,548,9878,988,988,4943,5492
5450,569,54493,5450,5450,27276,30307
2049,36,20489,2049,2049,10253,11393
6128,792,61273,6128,6128,30671,34079
2579,126,25790,2579,2579,12908,14343
1626,405,16254,1626,1626,8133,9037
5317,74,53168,5317,5317,26611,29568
4204,57,42031,4204,4204,21040,23378
1530,90,15295,1530,1530,7655,8506
3819,731,38190,3819,3819,19118,21243
1092,595,10920,1092,1092,5465,6072
4906,7,49055,4906,4906,24556,27285
7895,941,78945,7895,7895,39520,43912
2616,306,26155,2616,2616,13091,14546
6878,992,68773,6878,6878,34425,38250
1398,746,13972,1398,1398,6993,7770
1885,466,18843,1885,1885,9431,10478
1608,460,16072,1608,1608,8042,8936
3197,974,31964,3197,3197,15999,17777
9519,897,95181,9519,9519,47649,52944
1775,873,17749,1775,1775,8882,9869
2261,529,22603,2261,2261,11311,12568
13,103,128,13,13,64,71
713,961,7121,713,713,3565,3961
3606,789,36053,3606,3606,18048,20054
2493,963,24923,2493,2493,12476,13863
5497,453,54961,5497,5497,27511,30568
3883,905,38827,3883,3883,19436,21596
92,41,916,92,92,458,509
2385,296,23850,2385,2385,11937,13264
8594,121,85936,8594,8594,43022,47803
2497,152,24966,2497,2497,12497,13886
1558,848,15580,1558,1558,7797,8663
6849,560,68486,6849,6849,34281,38090
7520,291,75195,7520,7520,37640,41823
7923,217,79228,7923,7923,39662,44069
6783,597,67829,6783,6783,33952,37725
9665,114,96648,9665,9665,48382,53758
9840,943,98396,9840,9840,49259,54733
458,532,4578,458,458,2292,2546
6522,365,65218,6522,6522,32647,36275
1186,495,11852,1186,1186,5931,6590
6949,848,69485,6949,6949,34782,38647
1387,475,13861,1387,1387,6937,7708
935,771,9342,935,935,4677,5196
5895,496,58948,5895,5895,29506,32785
1457,302,14567,1457,1457,7291,8101
1758,912,17573,1758,1758,8794,9771
1504,859,15034,1504,1504,7525,8361
8810,192,88099,8810,8810,44104,49005
8110,462,81097,8110,8110,40599,45110
3502,341,35012,3502,3502,17527,19475
1721,291,17210,1721,1721,8612,9569
1001,894,10009,1001,1001,5009,5565
7162,758,71616,7162,7162,35847,39830
8197,833,81963,8197,8197,41032,45592
9317,460,93165,9317,9317,46639,51822
3162,545,31618,3162,3162,15825,17584
4238,700,42378,4238,4238,21213,23570
6312,296,63116,6312,6312,31593,35104
527,837,5270,527,527,2637,2930
4603,259,46023,4603,4603,23037,25597
9318,738,93174,9318,9318,46643,51826
2656,207,26555,2656,2656,13292,14769
1555,982,15545,1555,1555,7780,8644
5417,554,54163,5417,5417,27111,30124
763,206,7627,763,763,3818,4242
9691,271,96905,9691,9691,48511,53902
2400,504,23997,2400,2400,12010,13345
6079,570,60789,6079,6079,30429,33810
5999,608,59983,5999,5999,30025,33362
3041,84,30408,3041,3041,15221,16913
3205,331,32050,3205,3205,16042,17825
6463,207,64627,6463,6463,32350,35945
8097,736,80963,8097,8097,40532,45036
9385,387,93849,9385,9385,46982,52203
4133,618,41324,4133,4133,20686,22985
3995,211,39949,3995,3995,19998,22220
2188,700,21871,2188,2188,10946,12163
7703,246,77026,7703,7703,38558,42843
53,24,523,53,53,262,291
35,936,348,35,35,174,194
9641,80,96409,9641,9641,48263,53626
8856,448,88556,8856,8856,44332,49258
4392,222,43913,4392,4392,21982,24425
8330,117,83300,8330,8330,41703,46337
6987,168,69868,6987,6987,34973,38859
2156,54,21557,2156,2156,10789,11988
9849,208,98481,9849,9849,49301,54780
5248,692,52480,5248,5248,26268,29187
3825,726,38245,3825,3825,19145,21273
9099,236,90985,9099,9099,45549,50610
2443,584,24430,2443,2443,12228,13587
786,216,7854,786,786,3932,4369
3411,944,34109,3411,3411,17075,18973
1992,702,19913,1992,1992,9966,11073
3894,484,38933,3894,3894,19489,21655
7092,819,70919,7092,7092,35498,39443
8701,391,87004,8701,8701,43556,48396
7411,128,74105,7411,7411,37095,41217
8444,231,84438,8444,8444,42272,46969
1585,672,15848,1585,1585,7931,8812
5689,241,56884,5689,5689,28474,31638
6820,298,68194,6820,6820,34135,37928
3693,368,36923,3693,3693,18483,20537
7202,974,72012,7202,7202,36046,40052
2880,951,28797,2880,2880,14413,16015
1709,61,17089,1709,1709,8552,9502
9243,166,92426,9243,9243,46271,51413
477,346,4763,477,477,2384,2649
398,848,3980,398,398,1993,2214
3259,359,32589,3259,3259,16313,18126
4027,99,40266,4027,4027,20156,22396
9551,785,95502,9551,9551,47809,53122
8423,666,84221,8423,8423,42164,46849
6091,468,60908,6091,6091,30489,33877
2899,675,28989,2899,2899,14510,16123
7786,637,77859,7786,7786,38976,43307
8692,102,86912,8692,8692,43510,48345
809,757,8083,809,809,4047,4496
2866,849,28655,2866,2866,14342,15936
2742,61,27412,2742,2742,13720,15245
3010,747,30092,3010,3010,15063,16737
7493,174,74924,7493,7493,37505,41673
5293,470,52925,5293,5293,26490,29434
2994,376,29935,2994,2994,14984,16649
3775,332,37743,3775,3775,18894,20994
9563,692,95629,9563,9563,47873,53193
3148,560,31474,3148,3148,15754,17505
4780,53,47797,4780,4780,23926,26585
4306,404,43059,4306,4306,21555,23950
5411,85,54101,5411,5411,27080,30089
9216,477,92155,9216,9216,46135,51262
3926,816,39252,3926,3926,19649,21833
5231,375,52310,5231,5231,26183,29093
1734,442,17335,1734,1734,8674,9638
1531,160,15308,1531,1531,7662,8513
8251,691,82506,8251,8251,41304,45894
9845,179,98445,9845,9845,49283,54759
5165,711,51646,5165,5165,25851,28724
9266,192,92659,9266,9266,46387,51542
6244,2,62439,6244,6244,31254,34727
5662,802,56611,5662,5662,28338,31487
4142,573,41416,4142,4142,20732,23036
8063,376,80624,8063,8063,40362,44847
3470,227,34700,3470,3470,17371,19302
3845,959,38450,3845,3845,19247,21386
5053,227,50521,5053,5053,25290,28100
9296,652,92959,9296,9296,46536,51707
1466,388,14657,1466,1466,7336,8151
6732,856,67319,6732,6732,33698,37443
5598,736,55980,5598,5598,28022,31136
3620,987,36193,3620,3620,18118,20132
2873,808,28730,2873,2873,14380,15978
4248,417,42478,4248,4248,21264,23627
567,304,5662,567,567,2834,3149
8040,995,80393,8040,8040,40246,44718
3692,687,36917,3692,3692,18480,20534
787,806,7866,787,787,3938,4375
688,92,6875,688,688,3441,3823
1613,992,16121,1613,1613,8067,8963
7290,607,72897,7290,7290,36490,40545
8420,631,84200,8420,8420,42153,46837
1059,387,10590,1059,1059,5300,5888
976,358,9755,976,976,4882,5424
1908,621,19071,1908,1908,9544,10605
8422,990,84214,8422,8422,42160,46845
4684,422,46838,4684,4684,23444,26049
745,43,7446,745,745,3728,4142
4853,527,48524,4853,4853,24291,26990
4341,892,43409,4341,4341,21730,24145
8189,769,81882,8189,8189,40992,45547
5165,333,51648,5165,5165,25852,28725
6900,620,68997,6900,6900,34537,38375
8458,770,84573,8458,8458,42339,47044
1188,298,11877,1188,1188,5944,6605
3528,814,35278,3528,3528,17659,19622
937,715,9361,937,937,4686,5207
5817,457,58168,5817,5817,29115,32350
3751,236,37504,3751,3751,18774,20860
8226,589,82251,8226,8226,41176,45752
4725,909,47242,4725,4725,23648,26276
349,528,3488,349,349,1746,1939
904,309,9037,904,904,4524,5026
3481,591,34804,3481,3481,17422,19358
6695,880,66942,6695,6695,33510,37234
5697,463,56967,5697,5697,28516,31685
816,145,8154,816,816,4082,4536
1154,649,11533,1154,1154,5772,6413
1291,922,12904,1291,1291,6457,7175
4120,83,41196,4120,4120,20621,22913
1248,207,12476,1248,1248,6244,6937
4466,186,44656,4466,4466,22354,24838
9563,511,95628,9563,9563,47872,53192
9691,951,96903,9691,9691,48510,53900
6782,568,67811,6782,6782,33943,37715
9321,423,93207,9321,9321,46660,51845
5117,517,51162,5117,5117,25609,28455
6555,617,65544,6555,6555,32811,36457
7544,338,75439,7544,7544,37762,41958
8388,478,83872,8388,8388,41989,46655
7992,467,79914,7992,7992,40006,44452
802,555,8016,802,802,4013,4459
2261,536,22608,2261,2261,11314,12572
3903,780,39025,3903,3903,19535,21706
376,716,3752,376,376,1877,2086
8126,320,81260,8126,8126,40681,45202
1819,338,18187,1819,1819,9102,10113
5387,80,53861,5387,5387,26959,29955
7085,140,70849,7085,7085,35463,39404
5732,944,57318,5732,5732,28691,31879
714,503,7135,714,714,3572,3969
9924,448,99238,9924,9924,49680,55200
95,786,949,95,95,475,528
